cod_assunto;cod_item_pai;artigo;dispositivo_legal;nome;glossario
5,788;5,779;1.699;Lei 10406/02;Revisão;Art. 1.699. Se, fixados os alimentos, sobrevier mudança na situação financeira de quem os supre, ou na de quem os recebe, poderá o interessado reclamar ao juiz, conforme as circunstâncias, exoneração, redução ou majoração do encargo. (CC)
5,801;10,577;839;Lei 5.869;Busca e Apreensão de Menores;Art. 839. O juiz pode decretar a busca e apreensão de pessoas ou de coisas. (CPC)
5,802;10,577;1.583 a 1.586, 1.590 e 1.724;Lei 10406/02;Guarda;Abrange os casos de guarda de filhos, de crianças e adolescentes, de maiores incapazes, guarda compartilhada, em litígios envolvendo casamento e união estável etc. A guarda de criança e adolescente em situação de risco é regulada no Direito da Criança e Adolescente.
5,804;10,577;1.601, 1.606 e 1.615;Lei 10406/02;Investigação de Paternidade;Abrange as ações de investigação de paternidade e as ações negatórias de paternidade.
5,805;10,577;1.589 e 1.590;Lei 10406/02;Regulamentação de Visitas;Abrange as ações de fixação e de modificação de regime de visitas. Pode ser assunto secundário em ações de guarda, separação e divórcio (?)
5,813;5,808;1.548 e 1.550;Lei 10406/02;Nulidade / Anulação;Abrange as ações declaratórias de nulidade de casamento e as ações anulatórias de casamento.
5,825;7,673;"185; 166; 167";Lei 10406/02;Nulidade e Anulação de Testamento;O testamento pode ser nulo ou anulável em decorrência de vícios que afetam os atos jurídicos em geral.
5,829;7,673;"2.027 (CC); 1.029 (CPC)";Lei 10406/02 e CPC;Nulidade e Anulação de Partilha e Adjudicação de Herança;Art. 2.027. A partilha, uma vez feita e julgada, só é anulável pelos vícios e defeitos que invalidam, em geral, os negócios jurídicos. (CC) Art. 1.029. A partilha amigável, lavrada em instrumento público, reduzida a termo nos autos do inventário ou constante de escrito particular homologado pelo juiz, pode ser anulada, por dolo, coação, erro essencial ou intervenção de incapaz. (CPC)
5,831;7,673;"CC, art. 1911, parágrafo único; CPC, art. 1112, II";Lei 10406/02 (Código Civil e Lei 5869/73 (Código de Processo Civil);Sub-rogação de Vinculo;Ação para permitir a alienação de bens sobre os quais pende cláusula de inaliabilidade, impenhorabilidade ou incomunicabilidade, com transferência do vínculo.
5,832;7,673;1815;Lei 10406/02;Exclusão de herdeiro ou legatário;Art. 1.815. A exclusão do herdeiro ou legatário, em qualquer desses casos de indignidade, será declarada por sentença. (CC) Parágrafo único. O direito de demandar a exclusão do herdeiro ou legatário extingue-se em quatro anos, contados da abertura da sucessão.
5,833;7,673;1824;Lei 10406/02;Petição de Herança;Art. 1.824. O herdeiro pode, em ação de petição de herança, demandar o reconhecimento de seu direito sucessório, para obter a restituição da herança, ou de parte dela, contra quem, na qualidade de herdeiro, ou mesmo sem título, a possua.
5,834;7,673;1965;Lei 10406/02;Deserdação;Art. 1.965. Ao herdeiro instituído, ou àquele a quem aproveite a deserdação, incumbe provar a veracidade da causa alegada pelo testador. Parágrafo único. O direito de provar a causa da deserdação extingue-se no prazo de quatro anos, a contar da data da abertura do testamento. (CC)
5,835;3,415;171, § 2º, I;CP;Disposição de coisa alheia como própria;"Art. 171 - Obter, para si ou para outrem, vantagem ilícita, em prejuízo alheio, induzindo ou mantendo alguém em erro, mediante artifício, ardil, ou qualquer outro meio fraudulento: Pena - reclusão, de um a cinco anos, e multa. § 2º - Nas mesmas penas incorre quem: I - vende, permuta, dá em pagamento, em locação ou em garantia coisa alheia como própria;"
5,836;3,415;171, § 2º, II;CP;Alienação ou Oneração Fraudulenta de Coisa Própria;"Art. 171 - Obter, para si ou para outrem, vantagem ilícita, em prejuízo alheio, induzindo ou mantendo alguém em erro, mediante artifício, ardil, ou qualquer outro meio fraudulento: Pena - reclusão, de um a cinco anos, e multa. § 2º - Nas mesmas penas incorre quem: II - vende, permuta, dá em pagamento ou em garantia coisa própria inalienável, gravada de ônus ou litigiosa, ou imóvel que prometeu vender a terceiro, mediante pagamento em prestações, silenciando sobre qualquer dessas circunstâncias;"
5,837;3,415;171, § 2º, III;CP;Defraudação de Penhor;"Art. 171 - Obter, para si ou para outrem, vantagem ilícita, em prejuízo alheio, induzindo ou mantendo alguém em erro, mediante artifício, ardil, ou qualquer outro meio fraudulento: Pena - reclusão, de um a cinco anos, e multa. § 2º - Nas mesmas penas incorre quem: III - defrauda, mediante alienação não consentida pelo credor ou por outro modo, a garantia pignoratícia, quando tem a posse do objeto empenhado;"
5,838;3,415;171, § 2º, IV;CP;Fraude na Entrega de Coisa;"Art. 171 - Obter, para si ou para outrem, vantagem ilícita, em prejuízo alheio, induzindo ou mantendo alguém em erro, mediante artifício, ardil, ou qualquer outro meio fraudulento: Pena - reclusão, de um a cinco anos, e multa. § 2º - Nas mesmas penas incorre quem: IV - defrauda substância, qualidade ou quantidade de coisa que deve entregar a alguém;"
5,839;3,415;171, § 2º, V;CP;Fraude para Recebimento de Indenização ou Valor de Seguro;"Art. 171 - Obter, para si ou para outrem, vantagem ilícita, em prejuízo alheio, induzindo ou mantendo alguém em erro, mediante artifício, ardil, ou qualquer outro meio fraudulento: Pena - reclusão, de um a cinco anos, e multa. § 2º - Nas mesmas penas incorre quem: V - destrói, total ou parcialmente, ou oculta coisa própria, ou lesa o próprio corpo ou a saúde, ou agrava as conseqüências da lesão ou doença, com o intuito de haver indenização ou valor de seguro;"
5,84;3,415;171, § 2º, VI;CP;Fraude no Pagamento por Meio de Cheque;Art. 171 - Obter, para si ou para outrem, vantagem ilícita, em prejuízo alheio, induzindo ou mantendo alguém em erro, mediante artifício, ardil, ou qualquer outro meio fraudulento: Pena - reclusão, de um a cinco anos, e multa. § 2º - Nas mesmas penas incorre quem: VI - emite cheque, sem suficiente provisão de fundos em poder do sacado, ou lhe frustra o pagamento.
5,841;3,415;172;CP;Duplicata Simulada;Art. 172 - Emitir fatura, duplicata ou nota de venda que não corresponda à mercadoria vendida, em quantidade ou qualidade, ou ao serviço prestado. (Redação dada pela Lei nº 8.137, de 27.12.1990) Pena - detenção, de 2 (dois) a 4 (quatro) anos, e multa. (Redação dada pela Lei nº 8.137, de 27.12.1990) Parágrafo único. Nas mesmas penas incorrerá aquêle que falsificar ou adulterar a escrituração do Livro de Registro de Duplicatas. (Incluído pela Lei nº 5.474. de 1968)
5,842;3,415;173;CP;Abuso de Incapazes;Art. 173 - Abusar, em proveito próprio ou alheio, de necessidade, paixão ou inexperiência de menor, ou da alienação ou debilidade mental de outrem, induzindo qualquer deles à prática de ato suscetível de produzir efeito jurídico, em prejuízo próprio ou de terceiro: Pena - reclusão, de dois a seis anos, e multa.
5,843;3,415;174;CP;Induzimento à Especulação;Art. 174 - Abusar, em proveito próprio ou alheio, da inexperiência ou da simplicidade ou inferioridade mental de outrem, induzindo-o à prática de jogo ou aposta, ou à especulação com títulos ou mercadorias, sabendo ou devendo saber que a operação é ruinosa: Pena - reclusão, de um a três anos, e multa.
5,844;3,415;175;CP;Fraude no Comércio;"Art. 175 - Enganar, no exercício de atividade comercial, o adquirente ou consumidor: I - vendendo, como verdadeira ou perfeita, mercadoria falsificada ou deteriorada; II - entregando uma mercadoria por outra: Pena - detenção, de seis meses a dois anos, ou multa. § 1º - Alterar em obra que lhe é encomendada a qualidade ou o peso de metal ou substituir, no mesmo caso, pedra verdadeira por falsa ou por outra de menor valor; vender pedra falsa por verdadeira; vender, como precioso, metal de ou outra qualidade: Pena - reclusão, de um a cinco anos, e multa. § 2º - É aplicável o disposto no art. 155, § 2º."
5,845;3,415;177;CP;Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações;"Art. 177 - Promover a fundação de sociedade por ações, fazendo, em prospecto ou em comunicação ao público ou à assembléia, afirmação falsa sobre a constituição da sociedade, ou ocultando fraudulentamente fato a ela relativo: Pena - reclusão, de um a quatro anos, e multa, se o fato não constitui crime contra a economia popular. § 1º - Incorrem na mesma pena, se o fato não constitui crime contra a economia popular: (Vide Lei nº 1.521, de 1951) I - o diretor, o gerente ou o fiscal de sociedade por ações, que, em prospecto, relatório, parecer, balanço ou comunicação ao público ou à assembléia, faz afirmação falsa sobre as condições econômicas da sociedade, ou oculta fraudulentamente, no todo ou em parte, fato a elas relativo; II - o diretor, o gerente ou o fiscal que promove, por qualquer artifício, falsa cotação das ações ou de outros títulos da sociedade; III - o diretor ou o gerente que toma empréstimo à sociedade ou usa, em proveito próprio ou de terceiro, dos bens ou haveres sociais, sem prévia autorização da assembléia geral; IV - o diretor ou o gerente que compra ou vende, por conta da sociedade, ações por ela emitidas, salvo quando a lei o permite; V - o diretor ou o gerente que, como garantia de crédito social, aceita em penhor ou em caução ações da própria sociedade; VI - o diretor ou o gerente que, na falta de balanço, em desacordo com este, ou mediante balanço falso, distribui lucros ou dividendos fictícios; VII - o diretor, o gerente ou o fiscal que, por interposta pessoa, ou conluiado com acionista, consegue a aprovação de conta ou parecer; VIII - o liquidante, nos casos dos ns. I, II, III, IV, V e VII; IX - o representante da sociedade anônima estrangeira, autorizada a funcionar no País, que pratica os atos mencionados nos ns. I e II, ou dá falsa informação ao Governo. § 2º - Incorre na pena de detenção, de seis meses a dois anos, e multa, o acionista que, a fim de obter vantagem para si ou para outrem, negocia o voto nas deliberações de assembléia geral."
5,846;3,415;178;CP;"Emissão Irregular de Conhecimento de Depósito ou &quot;Warrant&quot;";Art. 178 - Emitir conhecimento de depósito ou warrant, em desacordo com disposição legal: Pena - reclusão, de um a quatro anos, e multa.
5,847;3,415;180, § 2º;CP;Receptação Qualificada;Art. 180 - Adquirir, receber, transportar, conduzir ou ocultar, em proveito próprio ou alheio, coisa que sabe ser produto de crime, ou influir para que terceiro, de boa-fé, a adquira, receba ou oculte: (Redação dada pela Lei nº 9.426, de 1996) Pena - reclusão, de um a quatro anos, e multa. (Redação dada pela Lei nº 9.426, de 1996) § 2º - Equipara-se à atividade comercial, para efeito do parágrafo anterior, qualquer forma de comércio irregular ou clandestino, inclusive o exercício em residência. (Redação dada pela Lei nº 9.426, de 1996)
5,85;3,463;215;CP;Posse Sexual Mediante Fraude;Esse assunto só deve ser utilizado caso o crime tenha sido praticado ATÉ 09/08/2009 (dia anterior ao da Publicação da Lei 12.015/2009). Art. 215. Ter conjunção carnal com mulher, mediante fraude: (Redação dada pela Lei nº 11.106, de 2005) Pena - reclusão, de um a três anos. Parágrafo único - Se o crime é praticado contra mulher virgem, menor de 18 (dezoito) e maior de 14 (catorze) anos: Pena - reclusão, de dois a seis anos.
5,851;3,463;216-A;CP;Assédio Sexual;Art. 216-A. Constranger alguém com o intuito de obter vantagem ou favorecimento sexual, prevalecendo-se o agente da sua condição de superior hierárquico ou ascendência inerentes ao exercício de emprego, cargo ou função. (Incluído pela Lei nº 10.224, de 15 de 2001) Pena - detenção, de 1 (um) a 2 (dois) anos. (Incluído pela Lei nº 10.224, de 15 de 2001) Parágrafo único. (VETADO) (Incluído pela Lei nº 10.224, de 15 de 2001)
5,852;3,463;228;CP;Favorecimento da Prostituição;Esse assunto só deve ser utilizado caso o crime tenha sido praticado ATÉ 09/08/2009 (dia anterior ao da Publicação da Lei 12.015/2009). Art. 228 - Induzir ou atrair alguém à prostituição, facilitá-la ou impedir que alguém a abandone: Pena - reclusão, de dois a cinco anos. § 1º - Se ocorre qualquer das hipóteses do § 1º do artigo anterior: Pena - reclusão, de três a oito anos. § 2º - Se o crime, é cometido com emprego de violência, grave ameaça ou fraude: Pena - reclusão, de quatro a dez anos, além da pena correspondente à violência. § 3º - Se o crime é cometido com o fim de lucro, aplica-se também multa.
5,853;3,463;229;CP;Casa de Prostituição;Art. 229. Manter, por conta própria ou de terceiro, estabelecimento em que ocorra exploração sexual, haja, ou não, intuito de lucro ou mediação direta do proprietário ou gerente: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de dois a cinco anos, e multa. Redação anterior: Art. 229 - Manter, por conta própria ou de terceiro, casa de prostituição ou lugar destinado a encontros para fim libidinoso, haja, ou não, intuito de lucro ou mediação direta do proprietário ou gerente: Pena - reclusão, de dois a cinco anos, e multa.
