cod_assunto;cod_item_pai;artigo;dispositivo_legal;nome
9,603;9,58;arts. 586 a 592;"LEI Nº 10.406/02 (CÓDIGO CIVIL) ;";Mútuo
9,604;9,58;"arts. 803 a 813;";LEI Nº 10.406/02 (CÓDIGO CIVIL);Constituição de Renda
9,605;9,58;arts. 814 a 817;"LEI Nº 10.406/02 (CÓDIGO CIVIL) - , ;";Jogo e Aposta
9,606;9,58;"arts. 851 a 853;";LEI Nº 10.406/02 (CÓDIGO CIVIL) - ,;Compromisso
9,607;9,58;Resolução BACEN nº 2898, art. 1º;"Resolução BACEN nº 2878/2001 e nº 2892/2001 ;";Contratos Bancários
9,608;9,58;art. 2º;"Lei Federal nº 8955/94;";Franquia
9,609;9,58;"arts. 565 a 578;";LEI Nº 10.406/02 (CÓDIGO CIVIL) - ,;Locação de Móvel
9,61;9,593;"arts. 47, III e 61;";Lei Federal nº 8245/91,;Despejo para Uso Próprio
9,611;9,593;"arts. 47, III e 61;";Lei Federal nº 8245/91,;Despejo para Uso de Ascendentes e Descendentes
9,612;9,593;"arts. 46, 56, 78, 7º e 8º;";Lei Federal nº 8245/91,;Despejo por Denúncia Vazia
9,614;9,593;"arts. 35 e 36;";Lei Federal nº 8245/91,;Benfeitorias
9,615;9,593;"arts. 27 a 34;";Lei Federal nº 8245/91,;Direito de Preferência
9,618;9,617;Arts. 991 a 996.;Lei nº 10.406/02 (Código Civil) -;Conta de Participação
9,619;9,617;Arts. 997 a 1.038.;Lei nº 10.406/02 (Código Civil) -;Simples
9,62;9,617;Arts. 1.039 a 1.044.;Lei nº 10.406/02 (Código Civil) -;Nome Coletivo
9,621;9,617;Arts. 1.045 a 1.051.;Lei nº 10.406/02 (Código Civil) -;Comandita Simples
9,622;9,617;Arts. 1.052 a 1.087.;Lei nº 10.406/02 (Código Civil) -;Limitada
9,623;9,617;Arts. 1.088 a 1.092.;Lei nº 10.406/02 (Código Civil) -;Anônima
9,624;9,617;Arts. 1.090 a 1.092.;Lei nº 10.406/02 (Código Civil) -;Comandita por Ações
9,625;9,617;Arts. 1.093 a 1.096.;Lei nº 10.406/02 (Código Civil) -;Cooperativa
9,626;9,617;Arts. 1.097 a 1.101.;Lei nº 10.406/02 (Código Civil) -;Coligadas
9,627;9,617;1226;CCB;Dependente de Autorização
9,629;9,617;Arts. 1.134 a 1.141.;Lei nº 10.406/02 (Código Civil) -;Estrangeira
9,635;9,634;121, § 1º;CP;Contra a vida
9,636;9,635;121, caput;CP;Homicídio Simples
9,637;9,635;121, § 1º;CP;Homicídio Privilegiado
9,638;9,635;121, § 2º;CP;Homicídio Qualificado
9,639;9,635;122;CP;Induzimento, Instigação ou Auxílio a Suicídio
9,64;9,635;123;CP;Infanticídio
9,642;9,641;129, caput;CP;Leve
9,643;9,641;129, § 3º;CP;Seguida de Morte
9,644;9,641;129, § 1º;CP;Grave
9,645;9,641;129, § 2º;CP;Gravíssima
9,646;9,641;129, § 4º;CP;Privilegiada
9,647;9,641;129, § 9º e 11;CP;Decorrente de Violência Doméstica
9,649;9,648;131;CP;Perigo de contágio de moléstia grave
9,65;9,648;132;CP;Perigo para a vida ou saúde de outrem (art. 132)
9,651;9,648;133;CP;Abandono de incapaz (art. 133)
9,652;9,648;135;CP;Omissão de socorro (art. 135)
9,653;9,648;137;CP;Rixa (art. 137)
9,654;9,648;130;CP;Perigo de Contágio Venéreo
9,656;9,655;138;CP;Calúnia
9,657;9,655;139;CP;Difamação
9,658;9,655;140;CP;Injúria
9,66;9,659;146;CP;Constrangimento ilegal (art. 146)
9,661;9,659;147;CP;Ameaça (art. 147)
9,662;9,659;148;CP;Seqüestro e cárcere privado (art. 148)
9,663;9,659;149;CP;Redução a condição análoga à de escravo (art. 149)
9,665;9,664;150;CP;Violação de domicílio (art. 150)
9,667;9,666;151;CP;Violação de correspondência (art. 151, caput)
9,668;9,666;151, § 1º, I;CP;Sonegação ou destruição de correspondência (art. 151, § 1º, I)
9,669;9,666;151, § 1º, II, III e IV;CP;Violação de comunicação telegráfica, radioelétrica ou telefônica (art. 151, § 1º, II, III e IV)
9,67;9,666;152;CP;Violação de Correspondência comercial (art. 152)
9,673;9,671;154;CP;Violação do segredo profissional (art. 154)
9,674;9,634;Art. 180, §3º;CP;Contra o Patrimônio
9,675;9,674;155;CP;Furto (art. 155)
9,676;9,674;155;CP;Furto Qualificado (Art. 155, § 4o.)
9,677;9,674;156;CP;Furto de coisa comum (art. 156)
9,678;9,674;157, caput;CP;Roubo (art. 157)
9,679;9,674;158;CP;Extorsão (art. 158)
9,68;9,674;159;CP;Extorsão mediante seqüestro (art. 159)
9,681;9,674;160;CP;Extorsão indireta (art. 160)
9,682;9,674;161;CP;Alteração de limites (art. 161, caput)
9,683;9,674;161, § 1º, I;CP;Usurpação de águas (art. 161, § 1º, I)
9,684;9,674;CP 161, § 1º, II e art. 9º da Lei n. 5.741/71;CP e Lei 5.741/71;Esbulho possessório (art. 161, § 1º, II)
9,685;9,674;163;CP;Dano (art. 163)
9,686;9,674;164;CP;Introdução ou abandono de animais em propriedade alheia (art. 164)
9,687;9,674;165;CP;Dano em coisa de valor artístico, arqueológico ou histórico (art. 165)
9,688;9,674;166;CP;Alteração de local especialmente protegido (art. 166)
9,689;9,674;Art. 168-A;CP;Apropriação indébita Previdenciária (art. 168-A e Lei 8.212/91)
9,69;9,674;171;CP;Estelionato
9,691;9,674;171, 3º;CP;Estelionato Majorado (art. 171, § 3º)
9,692;9,674;176;CP;Outras fraudes
9,693;9,674;179;CP;Fraude à execução (art. 179)
9,694;9,674;180, caput;CP;Receptação
9,695;9,674;168, caput;CP;Apropriação indébita (art. 168, caput)
9,696;9,674;169;CP;Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza (art.169)
9,697;9,674;155, § 2º;CP;Furto Privilegiado
9,698;9,674;155, § 5º;CP;Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior
9,699;9,674;157, § 2º;CP;Roubo Majorado
9,7;9,674;157, § 3º;CP;Latrocínio
9,701;9,674;159, § 3º;CP;Extorsão mediante Seqüestro Seguida de Morte
9,702;9,674;159, § 2º;CP;Extorsão mediante Sequestro Seguida de Lesão Corporal Grave
9,703;9,674;162;CP;Supressão ou Alteração de Marca em Animais
9,704;9,674;163, parágrafo único;CP;Dano Qualificado
9,705;9,674;Art. 169, pár. Único, I;CP;Apropriação de Tesouro
9,706;9,674;169, Parágrafo Único, II.;CP;Apropriação de Coisa Achada
9,707;9,674;171, § 2º, I;CP;Disposição de coisa alheia como própria
9,708;9,674;171, § 2º, II;CP;Alienação ou Oneração Fraudulenta de Coisa Própria
9,709;9,674;171, § 2º, III;CP;Defraudação de Penhor
9,71;9,674;171, § 2º, IV;CP;Fraude na Entrega de Coisa
9,711;9,674;171, § 2º, V;CP;Fraude para Recebimento de Indenização ou Valor de Seguro
9,712;9,674;171, § 2º, VI;CP;Fraude no Pagamento por Meio de Cheque
9,713;9,674;172;CP;Duplicata Simulada
9,714;9,674;173;CP;Abuso de Incapazes
9,715;9,674;174;CP;Induzimento à Especulação
9,716;9,674;175;CP;Fraude no Comércio
9,717;9,674;177;CP;Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações
9,718;9,674;178;CP;"Emissão Irregular de Conhecimento de Depósito ou &quot;Warrant&quot;"
9,719;9,674;180, § 2º;CP;Receptação Qualificada
9,721;9,72;art. 184 e art 12;CP e Lei 9.609/98;Violação de direito autoral
9,723;9,722;197;CP;Atentado contra a liberdade de trabalho (art. 197)
9,724;9,722;198;CP;Atentado contra a liberdade de contrato de trabalho e boicotagem violenta (art. 198)
9,725;9,722;199;CP;Atentado contra a liberdade de associação (art. 199)
9,726;9,722;200;CP;Paralisação de trabalho, seguida de violência ou perturbação da ordem (art. 200)
9,727;9,722;201;CP;Paralisação de trabalho de interesse coletivo (art. 201)
9,728;9,722;202;CP;Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem (art. 202)
9,729;9,722;203;CP;Frustração de direitos assegurados por lei trabalhista (art. 203)
9,73;9,722;205;CP;Exercício de atividade com infração de decisão administrativa (art. 205)
9,731;9,722;206;CP;Aliciamento para fins de emigração (art. 206)
9,732;9,722;207;CP;Aliciamento de trabalhadores de um local para outro do território nacional (art. 207)
9,733;9,722;204;CP;Frustração de lei sobre a nacionalização do trabalho (art. 204)
9,735;9,734;215;CP;Destruição / Subração / Ocultação de Cadáver
9,736;9,734;209;CP;Impedimento ou Perturbação de Cerimônia Funerária (Art. 209)
9,737;9,734;212;CP;Vilipêndio a Cadáver
9,738;9,734;210;CP;Violação a Sepultura (Art. 210)
9,739;9,734;208;CP;Ultraje / Impedimento ou Perturbação de Culto Religioso
9,741;9,74;231;CP;Tráfico Internacional de Pessoa para Fim de Exploração Sexual
9,742;9,74;213;CP;Estupro
9,743;9,74;214;CP;Atentado Violento ao Pudor
9,744;9,74;216;CP;Atentado ao Pudor Mediante Fraude
9,745;9,74;CP 218;CP;Corrupção de Menores
9,746;9,74;233 e 234;CP;Ultraje Público ao Pudor (Ato/Escrito Obsceno)
9,747;9,74;227;CP;Mediação para Servir a Lascívia de Outrem
9,748;9,74;215;CP;Posse Sexual Mediante Fraude
9,749;9,74;216-A;CP;Assédio Sexual
9,75;9,74;228;CP;Favorecimento da Prostituição
9,751;9,74;229;CP;Casa de Prostituição
9,752;9,74;230;CP;Rufianismo
9,753;9,74;231;CP;Tráfico Internacional de Pessoas
9,754;9,74;231-A;CP;Tráfico Interno de Pessoas
9,757;9,756;244;CP;Abandono Material
9,758;9,756;246;CP;Abandono Intelectual
9,759;9,756;245;CP;Entrega de Filho Menor a Pessoa Inidônea
9,761;9,76;235;CP;Bigamia
9,762;9,76;237;CP;Conhecimento Prévio de Impedimento
9,763;9,76;236;CP;Induzimento a erro essencial e ocultação de impedimento
9,764;9,76;239;CP;Simulação de Casamento
9,765;9,76;238;CP;Simulação de Autoridade para Celebração de Casamento
9,767;9,766;242;CP;Parto Suposto (Art. 242)
9,768;9,766;241;CP;Registro de Nascimento Inexistente (Art. 241)
9,769;9,766;243;CP;Sonegação do Estado de Filiação (Art. 243)
9,771;9,77;art. 248;CP;Induzimento a Fuga, Entrega Arbitrária ou Sonegação de Incapazes (Art. 248)
9,772;9,77;249;CP;Subtração de Incapazes (Art. 249)
9,774;9,773;250;CP;Incêndio
9,775;9,773;251;CP;Explosão
9,776;9,773;252;CP;Uso de gás tóxico ou asfixiante
9,777;9,773;254 e 255;CP;Inundação / Perigo de Inundação
9,778;9,773;256;CP;Desabamento ou desmoronamento (art. 256)
9,779;9,773;257;CP;Subtração, ocultação ou inutilização de material de salvamento (art. 257)
9,78;9,773;259;CP;Difusão de doença ou praga (art. 259)
9,781;9,773;260 e 260, §§ 1º a 3º;CP;Desastre ferroviário / Perigo de Desastre Ferroviário
9,782;9,773;261, 262 e 263;CP;Atentado contra a segurança de transporte público
9,783;9,773;264;CP;Arremesso de projétil
9,784;9,773;265;CP;Atentado contra a segurança de serviços de utilidade pública (art. 265)
9,785;9,773;266;CP;Interrupção /perturbação de serviços telegráficos/telefônicos (art. 266)
9,786;9,773;267;CP;Epidemia (art. 267)
9,787;9,773;274;CP;Emprego de Processo Proibido/Substância não permitida
9,788;9,773;275;CP;Invólucro ou recipiente com falsa indicação (art. 275)
9,789;9,773;273;CP;Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais
9,79;9,773;282;CP;Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica (art. 282)
9,791;9,773;283;CP;Charlatanismo (Art. 283)
9,792;9,773;271;CP;Corrupção ou Poluição de Água Potável (Art. 271)
9,793;9,773;284;CP;Curandeirismo (Art. 284)
9,794;9,773;270;CP;Envenenamento de Água Potável / Substância Alimentícia ou Medicinal (Art. 270)
9,795;9,773;272;CP;Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios
9,796;9,773;268;CP;Infração de Medida Sanitária Preventiva (Art. 268)
9,797;9,773;269;CP;Omissão de Notificação de Doença (Art. 269)
9,798;9,773;278;CP;Outras Substâncias Nocivas a Saúde Pública (Art. 278)
9,799;9,773;277;CP;Substância Destinada à Falsificação (Art. 277)
9,8;9,773;253;CP;Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante
9,801;9,773;276;CP;Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275
9,802;9,773;280;CP;Medicamento em Desacordo com Receita Médica
9,804;9,803;288;CP;Quadrilha ou Bando (art. 288)
9,805;9,803;286;CP;Incitação ao Crime
9,806;9,803;287;CP;Apologia de Crime ou Criminoso
9,808;9,807;289 e parágrafos e 290;CP;Moeda Falsa / Assimilados
9,809;9,807;291;CP;Petrechos para falsificação de moeda (art. 291)
9,81;9,807;Art. 292;CP;Emissão de título ao portador sem permissão legal (art. 292)
9,811;9,807;Art. 293;CP;Falsificação de papéis públicos (art. 293)
9,812;9,807;Art. 296;CP;Falsificação do selo ou sinal público (art. 296)
9,813;9,807;297;CP;Falsificação de documento público
9,814;9,807;Art. 298;CP;Falsificação de documento particular (art. 298)
9,815;9,807;Art. 299;CP;Falsidade ideológica (art. 299)
9,816;9,807;Art. 300;CP;Falso reconhecimento de firma ou letra (art. 300)
9,817;9,807;Art. 301;CP;Certidão ou atestado ideologicamente falso (art. 301, caput)
9,818;9,807;Art. 301, § 1º;CP;Falsidade material de atestado ou certidão (art. 301, § 1º)
9,819;9,807;Art. 302;CP;Falsidade de atestado médico (art. 302)
9,82;9,807;303;CP;Reprodução ou adulteração de selo ou peça filatélica (art. 303)
9,821;9,807;304;CP;Uso de documento falso (art. 304)
9,822;9,807;305;CP;Supressão de documento (art. 305)
9,823;9,807;Art. 306;CP;Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins (art. 306)
9,824;9,807;307 e 308;CP;Falsa identidade
9,825;9,807;309 e 310;CP;Fraude de lei sobre estrangeiros
9,826;9,807;294 e 295;CP;Petrechos de Falsificação de Papéis Públicos
9,827;9,807;311;CP;Adulteração de Sinal Identificador de Veículo Automotor
9,829;9,828;312, caput e § 1º;CP;Peculato (art. 312, caput e § 1º)
9,83;9,828;313;CP;Peculato mediante erro de outrem (art. 313)
9,831;9,828;314;CP;Extravio, sonegação ou inutilização de livro ou documento (art. 314)
9,832;9,828;315;CP;Emprego irregular de verbas ou rendas públicas (art. 315)
9,833;9,828;316, caput;CP;Concussão (art. 316, caput)
9,834;9,828;Art. 316, §§ 1º e 2º;CP;Excesso de exação (art. 316, §§ 1º e 2º)
9,835;9,828;317, caput e § 2º;CP;Corrupção passiva (art. 317)
9,836;9,828;318;CP;Facilitação de contrabando ou descaminho (art. 318)
9,837;9,828;319 e 319-A;CP;Prevaricação
9,838;9,828;320;CP;Condescendência criminosa (art. 320)
9,839;9,828;321;CP;Advocacia administrativa (art. 321)
9,84;9,828;322;CP;Violência arbitrária (art. 322)
9,841;9,828;323;CP;Abandono de função (art. 323)
9,842;9,828;324;CP;Exercício funcional ilegalmente antecipado ou prolongado (art. 324)
9,843;9,828;325;CP;Violação do sigilo funcional (art. 325)
9,844;9,828;326;CP;Violação do sigilo de proposta de concorrência (art. 326)
9,845;9,828;313-A;CP;Inserção de dados falsos em sistema de informações (art. 313-A)
9,846;9,828;313-B;CP;Modificação ou alteração não autorizada de sistema de informações (art. 313-B)
9,849;9,848;art. 183 a 186;Lei 9.279/96;Contra Patente de Invenção
9,85;9,848;art 187 a 188;Lei 9.279/96;Contra os Desenhos Industriais
9,851;9,848;Art 189 a 190;Lei 9.279/96;Contra as Marcas
9,852;9,848;Art 191;Lei 9.279/96;Cometidos por Meio de Marca, Título de Estabelecimento e Sinal de Propaganda
9,853;9,848;Arts. 192 a 194;Lei 9.279/96;Contra Indicações Geográficas e Demais Indicações
9,854;9,848;Art. 195;Lei 9.279/96;De Concorrência Desleal
9,855;9,847;art. 1º;DL 201/67 e Lei 1.079/50;de Responsabilidade
9,856;9,847;Arts. 1º a 30;Lei 1.521/51;Contra a Economia Popular
9,857;9,847;Arts. 3º a 28;Lei 4.898/65;de Abuso de Autoridade
9,859;9,858;Art. 33, caput e § 1º;Lei 11.343/06;Tráfico de Drogas e Condutas Afins
9,86;9,858;Art 28;Lei 11.343/06;Posse de Drogas para Consumo Pessoal
9,861;9,858;34;Lei 11.343/06;Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins
9,862;9,858;33, § 2º;Lei 11,343/06;Indução, Instigação ou Auxílio ao Uso de Drogas
9,863;9,858;33, § 3º;Lei 11,343/06;Oferecimento de Drogas para Consumo Conjunto
9,864;9,858;35;Lei 11.343/06;Associação para a Produção e Tráfico e Condutas Afins
9,865;9,858;36;Lei 11414/06;Financiamento ou Custeio de Produção ou Tráfico de Drogas
9,866;9,858;37;Lei 11343/06;Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas
9,867;9,858;38;Lei 11343/06;Prescrição Culposa de Drogas
9,868;9,858;39;Lei 11343/06;Condução de Embarcação ou Aeronave sob Efeito de Drogas
9,869;9,847;Arts. 19 a 27;Lei 6.453/77;Responsabilidade Criminal por Danos Nucleares
9,87;9,847;Arts. 36 a 46;Lei 6.538/78;Contra o Serviço Postal e o Serviço de Telegrama
9,871;9,847;Arts. 8º a 29;Lei 7.170/83;Contra a Segurança Nacional, a Ordem Política e Social
9,872;9,847;Arts. 2º a 23;Lei 7.492/86;Contra o Sistema Financeiro Nacional
9,873;9,847;Arts. 2º a 20;Lei 7.716/89;Resultante de Preconceito de Raça ou de Cor
9,874;9,847;Art. 1º a 3º e art 1º;Lei 8.137-90 e Lei 4.729-65;Contra a Ordem Tributária
9,875;9,847;Art. 4º ao 6 e arts. 1º e 2º;Lei 8.137/90 e Lei 8.176/91;Contra a Ordem Econômica
9,876;9,847;Art. 7º e arts.61 a 80;Lei 8.137/90 e Lei 8.078/90;Contra as Relações de Consumo
9,877;9,847;Art. 19;Lei 8.429-92;Representação caluniosa
9,878;9,847;Arts. 29 a 69A;Lei 9.605/98;Contra o Meio Ambiente
9,879;9,878;Arts. 29 a 37;Lei 9605/98;Contra a Fauna
9,88;9,878;Arts. 38 a 53;Lei 9605/98;Contra a Flora
9,881;9,878;Arts. 54 a 61;Lei 9605/98;Da Poluição
9,882;9,878;Arts. 13 a 18;Lei 7802/89;Agrotóxicos (Lei 7.802/89)
9,883;9,878;Arts. 19 a 27;Lei 6.453/77;Atividades Nucleares (Lei 6.453/77)
9,884;9,878;Arts. 1º a 34;Lei nº 5.197/67;Caça (Lei nº 5.197/67)
9,887;9,878;Lei 5197, art. 27, §3º;"Lei 5197/67; Lei nº 7.643/87, Lei 7.679/88, DL 221/67";Pesca (Lei nº 5.197/67, Lei nº 7.643/87, Lei 7.679/88, DL 221/67)
9,888;9,847;Art. 1º;Lei 9.613/98;"De &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores"
9,889;9,847;Art. 183;Lei 9.472/97;Contra as Telecomunicações
9,89;9,847;Art. 125;Lei 6.815/80;Previstos na Lei de Estrangeiros
9,891;9,847;art. 1º;Lei 9.455/97;De Tortura
9,892;9,847;art.302 a 312;Lei 9.503/97;De Trânsito
9,893;9,847;Arts. 12 a 18;Lei 10.826/03;Do Sistema Nacional de Armas
9,894;9,847;Arts. 12 a 22;Lei 5.250/67;De Imprensa
9,895;9,847;Arts. 228 a 244-A;Lei 8.069/90;Estatuto da criança e do adolescente
9,896;9,847;Arts.73 a 74;Lei 4.728/65;Contra o mercado de capitais
9,897;9,847;Arts. 1º a 3º;Lei 2.889/56;De genocídio
9,898;9,847;Art. 10;Lei 9.296/96;Sigilo Telefônico
9,899;9,847;Arts. 89 a 98;Lei 8.666/93;Da Lei de licitações
9,9;9,847;Arts. 14 a 20;Lei 9.434/97;Da Lei de remoção de órgãos e tecidos
9,901;9,847;Art. 58;Lei 6.001/73;Praticados contra os índios e a cultura indígena
9,903;9,847;Art. 10;Lei 7.347/85;Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública
9,904;9,847;Art. 19 e 20;Lei 4.947/69;Agrários
9,905;9,847;Art. 4º;Lei 1.579/52;Relacionados à Comissão Parlamentar de Inquérito
9,906;9,847;Arts. 289 a 354;Lei 4.737/65;Eleitorais
9,907;9,847;Art. 10º;LC 105/01;De Quebra de Sigilo Financeiro
9,908;9,847;Arts. 56, 70, 72;Lei 4.117/62;Do Código Brasileiro de Telecomunicações
9,909;9,847;Arts. 96 a 108;Lei 10.741/03;Estatuto do Idoso
9,91;9,847;Arts. 50 a 52;Lei 6.766/79;Parcelamento do solo urbano
9,911;9,847;Arts. 168 a 188;Lei 11.101/05;Falimentares
9,912;9,847;Arts. 136 a 408;CPM (DL 1001/69);Militares
9,913;9,847;22;Lei 5478/68;Contra a Administração da Justiça - Lei da Ação de Alimentos
9,914;9,634;arts. 18 a 70;DL 3688/41;Contravenções Penais
9,915;9,634;14, II;CP;Análogo a Crime Tentado
9,916;9,634;art. 18, II;CP;Análogo a Crime Culposo
9,918;9,917;328;CP;Usurpação de função pública (art. 328)
9,919;9,917;329;CP;Resistência (art. 329)
9,92;9,917;332;CP;Tráfico de influência (art. 332)
9,921;9,917;333;CP;Corrupção ativa (art. 333)
9,922;9,917;335;CP;Impedimento, perturbação ou fraude de concorrência (art. 335)
9,923;9,917;336;CP;Inutilização de edital ou de sinal (art. 336)
9,924;9,917;337;CP;Subtração ou inutilização de livro ou documento (art. 337, caput)
9,925;9,917;330;CP;Desobediência (art. 330)
9,926;9,917;331;CP;Desacato (art. 331)
9,927;9,917;334;CP;Contrabando ou descaminho (art. 334)
9,928;9,917;337-A;CP;Sonegação de contribuição previdenciária (art. 337-A e Lei 8.212/91)
9,93;9,929;337-B;CP;Corrupção Ativa em Transação Comercial Internacional
9,931;9,929;337-C;CP;Tráfico de Influência em Transação Comercial Internacional
9,933;9,932;338;CP;Reingresso de estrangeiro expulso
9,934;9,932;339;CP;Denunciação caluniosa
9,935;9,932;340;CP;Comunicação falsa de crime ou de contravenção
9,936;9,932;341;CP;Auto-acusação falsa
9,937;9,932;"342; 343";CP;Falso testemunho ou falsa perícia
9,938;9,932;344;CP;Coação no curso do processo
9,939;9,932;345;CP;Exercício arbitrário das próprias razões
9,94;9,932;347;CP;Fraude processual
9,941;9,932;348;CP;Favorecimento pessoal
9,942;9,932;349;CP;Favorecimento real
9,943;9,932;350;CP;Exercício arbitrário ou abuso de poder
9,944;9,932;351;CP;Fuga de pessoa presa ou submetida a medida de segurança
9,945;9,932;352;CP;Evasão mediante violência contra a pessoa
9,946;9,932;353;CP;Arrebatamento de preso
9,947;9,932;354;CP;Motim de presos
9,948;9,932;355,CAPUT;CP;Patrocínio infiel
9,949;9,932;355, PARÁGRAFO ÚNICO;CP;Patrocínio simultâneo ou tergiversação
9,95;9,932;356;CP;Sonegação de papel ou objeto de valor probatório
9,951;9,932;357;CP;Exploração de prestígio
9,952;9,932;358;CP;Violência ou fraude em arrematação judicial
9,953;9,932;359;CP;Desobediência a decisão judicial sobre perda ou suspensão de direitos
9,955;9,634;359-A a 359-H;CP;Contra as Finanças Públicas
9,956;9,955;359-A;CP;Contratação de Operação de Crédito
9,957;9,955;359-B;CP;Inscrição de Despesas Não Empenhadas
9,958;9,955;359-C;CP;Assunção de Obrigação no Último Ano do Mandato ou Legislatura
